name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,whatsapp,linkedin,rating,review_count,completeness_score,lead_score,industry_priority,recommended_service,source,scraped_at
نقابة المحامين في طرابلس,lawyer,North Lebanon,LB,,34.4331203,35.8340754,+9616434300,,,,,,,,,,1,30,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
شوشي وي,restaurant,Mount Lebanon,LB,الضبية,33.9445911,35.5925748,+9614547540,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Maliks,computer,Mount Lebanon,LB,,33.9248991,35.5878189,+9614410442,,,,,,,,,,1,30,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Hanna Bou Zeid,bakery,Bekaa,LB,,33.8334223,35.9087303,+9618802903,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Keif,restaurant,Mount Lebanon,LB,,33.918872,35.5867603,+9614520003,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Porky's,butcher,Mount Lebanon,LB,,33.9916015,35.6511567,+9619933323,info@porkyslebanon.com,http://www.porkyslebanon.com/,True,,https://www.instagram.com/porkyslebanon/,,,,,4,63,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Azrak,ice_cream,Mount Lebanon,LB,"70, Azrak",33.89058,35.6677389,+9614821118,Riri@azrak.biz,http://azrak.biz,True,,media,,,,,5,70,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
سورجل فرن الشباك,ice_cream,Beirut,LB,طريق الشام,33.8695835,35.5252482,+9611290902,,https://www.zomato.com/beirut/surgel-furn-el-chebbak-baabda-district,False,,,,,,,3,50,high,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
مسعود,pharmacy,Mount Lebanon,LB,,33.941036,35.5919307,+9614546906,massoudpharmacy@outlook.com;faresmassoud@gmail.com,,,,,,,,,2,43,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
تصوير,photo,Beirut,LB,,33.8912398,35.5146904,+9611202996,,http://www.taswir.com/,True,,,,,,,2,33,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Club de Campagne Ehden,hotel,North Lebanon,LB,,34.2902949,35.9475499,+9616560651,info@ehdencountryclubhotel.com,http://www.ehdencountryclubhotel.com,True,,sqs,+96170228518,https://linkedin.com/company/ehden-country-club,,,6,85,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مدرسة القديسة ريتا,school,Mount Lebanon,LB,الضبية,33.9446192,35.5932199,+9614544125,,http://ecolesainterita.edu.lb/,False,,,,,,,3,43,medium,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
بتاكوم إو إم تي,mobile_phone,Mount Lebanon,LB,"1, شارع 58",33.8373384,35.5297479,+9615465966,betacomlb@hotmail.com,,,,,,,,,3,43,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
التحاليل المختبرية الطبية,clinic,Beirut,LB,,33.8533641,35.5184977,+9611558702,confidencelab@gmail.com,,,,,,,,,2,50,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
مركز الضنية الطبي,clinic,Akkar,LB,"طريق طرابس - الضنية, مراح السراج",34.4178079,35.9971648,+9616240511,,,,,,,,,,2,30,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
البنك اللبناني للتجارة,bank,Bekaa,LB,,33.8398838,35.9120549,+9618829410,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Jabal Amel Hospital - مستشفى جبل عامل,hospital,South Lebanon,LB,"76H9+87M صور - عباسية، جل البحر, Abbassiyé, Lebanon",33.2783125,35.2181875,+9617740343,,http://jabalamelhospital.com/,True,,media,,,3.8,72,4,58,medium,Reputation + SEO turnaround,google_places|osm,2026-05-04T13:12:10.493892Z
بورغر هوس,restaurant,Bekaa,LB,بريتال,33.9337503,36.1527509,+9611071719,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
نينو ستور,toys,Beirut,LB,شارع الجزائر,33.890188,35.4914877,+9611739999,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
المحامي أنطون مارون,lawyer,Beirut,LB,"شارع فؤاد شهاب, سن الفيل",33.8698963,35.5423873,+9611498285,antoun.maroun@hotmail.com,,,,,,,,,3,50,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
Randa Tabbah Jewelry,jewelry,Beirut,LB,شارع مريم جحشان,33.889671,35.5189105,+9611215288,info@randatabbah.com,https://www.randatabbah.com/,True,,font,,,,,5,70,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Randa Tabbah Jewelry,jewelry,Beirut,LB,شارع المخلصية,33.8940078,35.508219,+9611975030,info@randatabbah.com,https://www.randatabbah.com/,True,,font,,,,,5,70,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مؤسّسة أنطوني داغر,hardware,Mount Lebanon,LB,,33.8221639,35.5308416,+9615431960,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Class Supermarket,supermarket,Mount Lebanon,LB,,33.816914,35.5324905,+9615441965,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
بقجة,furniture,Beirut,LB,,33.8939076,35.508164,+9611975976,info@bokja.com,http://www.bokja.com,False,,,,,,,3,63,medium,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
Mario e Mario,restaurant,Beirut,LB,,33.8954736,35.5325678,+9611444036,,,,https://facebook.com/marioemariotrattoria/,https://www.instagram.com/marioemario/,,,,,2,40,high,Website launch + capture their existing audience,osm,2026-05-04T13:12:10.490486Z
Palmyra Hotel,hotel,Baalbek-Hermel,LB,,34.0036726,36.2045786,+9618370230,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
مستشفى الساحل العام,hospital,Beirut,LB,Dergham street,33.8579454,35.5036632,+9611858333,info@sahelhospital.com.lb,https://www.sahelhospital.com/ar,False,,,,,,,4,63,medium,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
معجنات المينا,bakery,Beirut,LB,,33.9003463,35.4894372,+9611375393,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
El Argentino,convenience,Beirut,LB,,33.9000105,35.4909862,+9611368652,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
معجنات سعد,bakery,Beirut,LB,,33.9001542,35.4909811,+9611365683,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مصبغة,dry_cleaning,Beirut,LB,,33.9001517,35.49103,+9611363185,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Hotel AKL,hotel,Bekaa,LB,Berdawni Promenade,33.8529392,35.8953987,+9618820701,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
هوت بايت,restaurant,Beirut,LB,"بير العبد, حارة حريك",33.8545301,35.5126448,+9611555616,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Q-Hotel,hotel,Beirut,LB,شارع روما,33.8957723,35.4878964,+9611345500,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Smart Vision,company,North Lebanon,LB,اسكندر غريب,34.4378252,35.8309944,+9616438494,smartvisionlb@hotmail.com,,,,,,,,,3,35,low,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
وسترن يونيون,bank,Beirut,LB,,33.8714619,35.5206818,+9611391000,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم عالبحر,restaurant,North Lebanon,LB,,34.1300587,35.6416186,+9619541116,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Galerie Bois Rouge,furniture,Mount Lebanon,LB,"اتستراد اميل لحود, Hazmieh",33.8501498,35.5452394,+9615454802,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
BMG - Bikhazi Medical Group,hospital,Beirut,LB,"Beirut, Lebanon",33.898572,35.4841872,+9611742140,info@bmg.com.lb,http://www.bmg.com.lb,True,,bmg.com.lb,,https://linkedin.com/company/bikhazi-medical-group-holding-sal,3.9,16,6,78,medium,SEO audit + visibility upgrade,google_places|osm,2026-05-04T13:12:10.493892Z
خوري كلينرز,laundry,Mount Lebanon,LB,,33.8630954,35.5493986,+9611689629,,https://www.khourycleaners.com/,True,,media,,,,,3,43,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مطعم العجمي,restaurant,Beirut,LB,,33.8812318,35.4809156,+9611802260,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
مطبعة عند رياض,copyshop,Beirut,LB,,33.8984062,35.4837084,+9611341079,support@3indriad.com,,,,,,,,,2,35,low,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم قاووق,restaurant,Beirut,LB,,33.8940652,35.4924612,+9611737058,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Pharmacie Rania,pharmacy,Mount Lebanon,LB,,33.9450101,35.5928664,+9614540511,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Al Baba Sweets,restaurant,Beirut,LB,,33.8717062,35.5131536,+9611399500,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
CTS travel & Tourism,travel_agency,Beirut,LB,,33.8955124,35.4911775,+9611354333,,https://www.cts.com.lb/,True,,myctstravel,,https://linkedin.com/company/cts-travel-tourism,,,4,43,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Worldwide Travel and Tourism,travel_agency,Beirut,LB,"ndjos, Bayrut, Lebanon",33.893791300000004,35.5017767,+9611366505,,http://www.worldwidetravel-lb.com/,True,,,,,4.5,15,3,38,medium,SEO audit + visibility upgrade,google_places|osm,2026-05-04T13:12:10.493892Z
"Newtown Specialty Coffee Roasters,، Mina 1300",cafe,North Lebanon,LB,"1300, شارع رياض الصلح, Tripoli",34.4433452,35.8259909,+9616225002,,http://newtown.wheeeze.site/,False,,,,,,,3,50,high,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
دُكَّان ماركت,supermarket,North Lebanon,LB,,34.4440008,35.8256774,+9616220055,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
فريحة ميديا,advertising_agency,Beirut,LB,"شارع ألفريد نقاش, بيروت",33.8900113,35.5206627,+9611201740,info@frayhamedia.com,http://www.frayhamedia.com,True,,400,,,,,5,70,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Maroun’s Gifts,gift,Beirut,LB,,33.8972547,35.5262072,+9611565235,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
برغر وفلافل الخضر,fast_food,Beirut,LB,,33.897432,35.5335638,+9611442850,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
قهوة الروضة,restaurant,Beirut,LB,,33.8954232,35.4687138,+9611743348,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Swiss Butter,restaurant,Mount Lebanon,LB,,33.9062265,35.579941,+9614712571,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Wooden Bakery,bakery,North Lebanon,LB,,34.3223923,35.7374471,+9616542898,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
باش منقوش,bakery,Beirut,LB,,33.885206,35.4945969,+9611304527,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ديليس,butcher,Beirut,LB,,33.8852014,35.4946686,+9611312568,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سوزوكي دراجات نارية,company,Beirut,LB,Rue Fouad Chéhab,33.8757853,35.5409856,+9611496565,,https://suzukimotorcycleslebanon.com/,False,,,,,,,3,35,low,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
Gigieffe,clothes,Beirut,LB,Fouad Shehab Street,33.8751773,35.5411772,+9611482278,,,,,,,,,,2,30,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
محمصة الرفاعي,convenience,Beirut,LB,Fouad Shehab Street,33.8701108,35.5418662,+9611495779,help@alrifai.com,https://store.alrifai.com,True,,context,,https://linkedin.com/company/alrifai,,,6,63,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
صيدلية خوري,pharmacy,Beirut,LB,سن الفيل,33.8694913,35.5426102,+9611490034,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بنك بيروت,bank,Beirut,LB,"شارع فؤاد شهاب, سن الفيل",33.8721561,35.5415018,+9615955262,,https://www.bankofbeirut.com,True,,,,,,,3,33,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Byblos Bank,bank,Beirut,LB,Fouad Shehab Street,33.8723424,35.5414423,+9611485241,,http://www.byblosbank.com.lb,True,,byblosbanklebanon,,https://linkedin.com/company/byblos-bank,,,5,43,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
جورج نصر,department_store,Beirut,LB,"62, شارع 111, الدكوانة",33.877589,35.5411033,+9611482462,georgesnassr@georgesnassr.com,http://www.georgesnassr.com,True,,georgesnassr,,,,,5,63,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Securite Assurance Head Office,service,Beirut,LB,"Fouad Chehab Avenue Gedco 3 Center 2nd Floor، Dekouaneh, Lebanon",33.8749859,35.5411424,+9611517100,,https://www.securiteassurance.com/,True,,keyframes,,,3.4,140,4,50,low,Reputation + SEO turnaround,google_places|osm,2026-05-04T13:12:10.493892Z
جمعية توحيد شباب لبنان,company,Mount Lebanon,LB,Debbiyeh highway,33.6820714,35.4643042,+9617985210,,https://unitelebanonyouth.org,False,,,,,,,3,35,low,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
معمل التغذية,company,Mount Lebanon,LB,Debbiyeh Highway,33.6828797,35.4608286,+9615808808,,http://www.altaghziah.com/,True,,,,,,,3,25,low,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
بوظة بشير,ice_cream,Beirut,LB,"1 طريق, سنّ الفيل",33.8747824,35.5408333,+9611497110,,https://www.bachir.com,True,,bachir.icecream,,,,,4,50,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Pistachio,fast_food,North Lebanon,LB,شارع رشيد كرامة,34.445172,35.8222349,+9616222209,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
مركز خلدة لتحليل الطبية,hospital,Mount Lebanon,LB,Autoroute Maritime,33.7762102,35.4721157,+9615801971,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
رفيق بواب,company,Mount Lebanon,LB,Debbiyeh,33.6826868,35.4622447,+9611340999,info@raficbawabco.com,http://raficbawabco.com,True,,raficbawabco,,,,,5,55,low,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مركز الدامور الطبي,clinic,Mount Lebanon,LB,الدامور,33.7286373,35.4546761,+9615603603,,http://damour-mc.com,True,,,,,,,3,40,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مقهى المندلون,restaurant,Mount Lebanon,LB,,33.9390658,35.5914226,+9614545411,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
الجامعة الأرمنيّة المتحدة,college,Mount Lebanon,LB,برج حموﺪ‎‎,33.8870254,35.5480273,+96112415419611241641,uac@armprelacylb.org,,,,,,,,,3,43,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مستشفى البرج,hospital,Mount Lebanon,LB,Osman Street,33.8427333,35.5093247,+96114747189611474719,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
President Hotel,hotel,Mount Lebanon,LB,jounieh,34.0001067,35.6456894,+9619935135,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Margherita,restaurant,Mount Lebanon,LB,,33.986053,35.6345658,+9619830816,,https://www.pizzeriamargherita.com/,True,,,,,,,2,40,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Banque fédérale du Liban,bank,South Lebanon,LB,شارع صوراتي,33.8972694,35.4839563,+961134850796113485099611348509,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Microcity Computer Shop,computer,Beirut,LB,,33.8664176,35.4871994,+9611835478,,https://gomicrocity.com,True,,,,,,,2,40,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مندي حضرموت,restaurant,Beirut,LB,,33.8883238,35.4737799,+9611802233,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Salon Rachid For Men,beauty,Beirut,LB,Hamad,33.8717431,35.5042846,+9611651313,,,,,,,,,,2,30,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Dprime Solutions,advertising_agency,Mount Lebanon,LB,"Mirna Chalouhi Highway, بوشرية",33.8888922,35.5542793,+9611255420,info@dprime-solutions.com,https://dprime-solutions.com/,False,,,,,,,4,70,high,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
Lagace Hotel,hotel,Mount Lebanon,LB,,33.9523557,35.6212937,+9619212975,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
كوزموس للسياحة والسفر,travel_agency,Beirut,LB,جادة صائب سلام,33.8801593,35.4922366,+9611300153,cosmos.travel@hotmail.com,,,,,,,,,3,43,medium,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
ampm,convenience,Beirut,LB,"Achrafieh-Charles Malek Avenue, Beyrouth",33.8920996,35.5194517,+9611320140,,https://www.facebook.com/pg/ampmmarketbeirut/posts/,True,,media,,,,,4,43,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Le Lycee National,school,Mount Lebanon,LB,,33.79721,35.4926084,+9615805500,info@le-lycee-national.edu.lb,http://le-lycee-national.edu.lb,True,,media,,,,,4,63,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Cube 3DP,computer,Mount Lebanon,LB,,33.860424,35.578392,+9614535745,hello@cube3dp.com,https://cube3dp.com,True,,context,+96171072269,,,,5,85,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
سوي,restaurant,Mount Lebanon,LB,طريق برمانا الرئيسية,33.862721,35.5952574,+9614872187,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Escagrot,bakery,Beirut,LB,,33.9003839,35.4908778,+9611363213,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم أهلا وسهلا فول وحمّص,restaurant,Beirut,LB,Beyrouth,33.9003738,35.4910038,+9611363182,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
"Hajj Medical Center-Medical & Dental Clinics Naccache - Dr. Marcel Hajj, Dr. Gregory Hage (Allergy-Diet-Fat Free-Exosome)",medical_center,Mount Lebanon,LB,"Naccache, Green Zone A, bldg, Ground floor, 71, النقاش، Lebanon",33.9285959,35.5966253,+9614520065,,http://linktr.ee/hajj.medical.center,True,,context,+9614520065,,5,162,5,70,high,Digital marketing retainer (Meta + Google + content),google_places|osm,2026-05-04T13:12:10.493892Z
Fidar Beach House,restaurant,Mount Lebanon,LB,,34.0978128,35.6510147,+9619477224,fidar.beach.house@gmail.com,,,,,,,,,2,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
مستوصف ابن نفيس- البسطة,clinic,Beirut,LB,"شارع صالح بن يحي, البسطة الفوقا",33.8858333,35.5043089,+9611664242,ebnnafis.polyclinic@gmail.com,,,,,,,,,3,50,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
مركز الشهيد كمال جنبلاط للرعاية الصحية الأوليّة,centre,Mount Lebanon,LB,برجا,33.6520149,35.4405591,+9617623129,,,,,,,,,,2,15,low,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
جمعية الأمل والعطاء الخيرية,clinic,Mount Lebanon,LB,برجا,33.6388946,35.4276132,+9617921080,amalataa@outlook.com,https://www.amalataa.org/,True,https://www.facebook.com/pg/Amal.Ataa.barja,,,,,,5,60,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Pharmacie Chebbo,pharmacy,Mount Lebanon,LB,برجا,33.6388997,35.4273529,+9617623532,,,,,,,,,,2,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مركز كترمايا الصحي,doctors,Mount Lebanon,LB,كترمايا,33.6140957,35.4546778,+9617971984,,,,,,,,,,2,30,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
مستوصف الدبية الحكومي,clinic,Mount Lebanon,LB,الدبية,33.6699859,35.4855178,+9617985019,,,,,,,,,,2,30,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
مستوصف عماطور الخيري,clinic,Mount Lebanon,LB,,33.6339235,35.6083179,+9615311237,,,,,,,,,,1,30,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
أسواق سوبرماركت رمال,supermarket,Beirut,LB,,33.8676088,35.5159935,+9611290101,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Locanda Corsini,restaurant,Mount Lebanon,LB,,33.9082085,35.6801,+9614982689,,,,,,,,,,1,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Rouhana Jewelry,jewelry,Mount Lebanon,LB,طريق انطلياس بكفيّا,33.9203196,35.6297594,+9614927055,info@rouhanajewellery.com,https://www.rouhana.co/,False,,,,,,,4,70,high,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
بإدارة الصيدلية رنا حسن حاوي,pharmacy,South Lebanon,LB,,33.3397471,35.3729737,+9617540423,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Institute Joujou,beauty,Beirut,LB,,33.8697445,35.5174147,+9611390249,,,,,,,,,,1,30,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مؤسسة إلمو,hardware,Beirut,LB,,33.8695314,35.5181833,+9611381767,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
PrintCut,copyshop,Beirut,LB,,33.8695289,35.5192624,+9611281199,sales@printcut.net,https://printcut.net,True,,,,,,,3,45,low,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
فرن مناقيش نيقولا,bakery,Beirut,LB,,33.8703469,35.5171277,+9611385954,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
فرن الوردة البيضاء,bakery,Beirut,LB,,33.8703256,35.5228158,+9611286367,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
زهر الليمون,convenience,Beirut,LB,,33.8940606,35.4925564,+9611355223,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
تعاونية سان تيريز,supermarket,Beirut,LB,,33.8707705,35.5202901,+96112818709611280881,,,,,,,,,,1,23,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
Taanayel General Hospital,hospital,Bekaa,LB,,33.7941808,35.8777565,+9618545299,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Kassab Hospital,hospital,South Lebanon,LB,,33.568745,35.3916326,+96177239009617723700,info@kassabhospital.com,https://kassabhospital.com,True,,,,,,,3,53,medium,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
مستشفى الخير,hospital,North Lebanon,LB,,34.482505,35.9405413,+9616461444,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مستشفى الحنان,hospital,North Lebanon,LB,,34.4434639,35.8342695,+9616200527,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Orange Nassau Governmental Hospital,hospital,North Lebanon,LB,,34.4425526,35.8384055,+9616428200,info@ongh.org,,,,,,,,,2,43,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Batrouniyat,restaurant,North Lebanon,LB,Dawra Street,34.2468973,35.661628,+9616744510,info@batrouniyat.org,http://www.batrouniyat.org,True,,batrouniyat,,,,,5,70,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
Karantina Governmental Hospital,hospital,Beirut,LB,,33.9025367,35.5299998,+9611442110,,,,https://www.facebook.com/pages/category/Local-Business/Hospital-beirut-governmental-karantina-569737699791591,,,,,,2,23,medium,Website launch + capture their existing audience,osm,2026-05-04T13:12:10.490486Z
Tatari Hospital,hospital,Baalbek-Hermel,LB,,34.0107926,36.2057555,+9618370799,,,,https://www.facebook.com/Top.hospital80,,,,,,2,23,medium,Website launch + capture their existing audience,osm,2026-05-04T13:12:10.490486Z
Medical 2000 Hospital,hospital,Mount Lebanon,LB,,33.8031637,35.5172941,+9615432525,,,,,,,,,,1,23,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
4 ways,restaurant,South Lebanon,LB,"toul - dweir main road, nabatieh, toul",33.3846844,35.4442651,+9617765095,,,,,,,,,,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T13:12:10.490486Z
