name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,industry_priority,recommended_service,source,scraped_at
Lagace Hotel,hotel,Mount Lebanon,LB,,33.9523557,35.6212937,+9619212975,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
كوزموس للسياحة والسفر,travel_agency,Beirut,LB,جادة صائب سلام,33.8801593,35.4922366,+9611300153,cosmos.travel@hotmail.com,,,,,,,3,medium,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
ampm,convenience,Beirut,LB,"Achrafieh-Charles Malek Avenue, Beyrouth",33.8920996,35.5194517,+961 1 320 140,,https://www.facebook.com/pg/ampmmarketbeirut/posts/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Le Lycee National,school,Mount Lebanon,LB,,33.79721,35.4926084,+9615805500,,http://le-lycee-national.edu.lb,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Cube 3DP,computer,Mount Lebanon,LB,,33.860424,35.578392,+9614535745,,https://cube3dp.com,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
سوي,restaurant,Mount Lebanon,LB,طريق برمانا الرئيسية,33.862721,35.5952574,+961 4 872 187,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Escagrot,bakery,Beirut,LB,,33.9003839,35.4908778,+9611363213,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
مطعم أهلا وسهلا فول وحمّص,restaurant,Beirut,LB,Beyrouth,33.9003738,35.4910038,+9611363182,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
"Hajj Medical Center-Medical & Dental Clinics Naccache - Dr. Marcel Hajj, Dr. Gregory Hage (Allergy-Diet-Fat Free-Exosome)",medical_center,Mount Lebanon,LB,"Naccache, Green Zone A, bldg, Ground floor, 71, النقاش، Lebanon",33.9285959,35.5966253,04 520 065,,http://linktr.ee/hajj.medical.center,True,,,5,162,3,high,Discovery call - scope the right service,google_places|osm,2026-05-04T11:47:22.394171Z
Fidar Beach House,restaurant,Mount Lebanon,LB,,34.0978128,35.6510147,+9619477224,fidar.beach.house@gmail.com,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
مستوصف ابن نفيس- البسطة,clinic,Beirut,LB,"شارع صالح بن يحي, البسطة الفوقا",33.8858333,35.5043089,+961 1 664 242,ebnnafis.polyclinic@gmail.com,,,,,,,3,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
جمعية الأمل والعطاء الخيرية,clinic,Mount Lebanon,LB,برجا,33.6388946,35.4276132,+9617921080,amalataa@outlook.com,https://www.amalataa.org/,True,https://www.facebook.com/pg/Amal.Ataa.barja,,,,5,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Pharmacie Chebbo,pharmacy,Mount Lebanon,LB,برجا,33.6388997,35.4273529,+9617623532,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
مركز كترمايا الصحي,doctors,Mount Lebanon,LB,كترمايا,33.6140957,35.4546778,+9617971984,,,,,,,,2,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
مستوصف الدبية الحكومي,clinic,Mount Lebanon,LB,الدبية,33.6699859,35.4855178,+9617985019,,,,,,,,2,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
مستوصف عماطور الخيري,clinic,Mount Lebanon,LB,,33.6339235,35.6083179,+9615311237,,,,,,,,1,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
أسواق سوبرماركت رمال,supermarket,Beirut,LB,,33.8676088,35.5159935,+9611290101,,,,,,,,1,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Locanda Corsini,restaurant,Mount Lebanon,LB,,33.9082085,35.6801,+961 4 982 689,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Rouhana Jewelry,jewelry,Mount Lebanon,LB,طريق انطلياس بكفيّا,33.9203196,35.6297594,+961 4 927 055,info@rouhanajewellery.com,https://www.rouhana.co/,False,,,,,4,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
بإدارة الصيدلية رنا حسن حاوي,pharmacy,South Lebanon,LB,,33.3397471,35.3729737,+9617540423,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Institute Joujou,beauty,Beirut,LB,,33.8697445,35.5174147,+9611390249,,,,,,,,1,high,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
مؤسسة إلمو,hardware,Beirut,LB,,33.8695314,35.5181833,+9611381767,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
فرن مناقيش نيقولا,bakery,Beirut,LB,,33.8703469,35.5171277,+9611385954,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
فرن الوردة البيضاء,bakery,Beirut,LB,,33.8703256,35.5228158,+961 1 286 367,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
زهر الليمون,convenience,Beirut,LB,,33.8940606,35.4925564,+9611355223,,,,,,,,1,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
تعاونية سان تيريز,supermarket,Beirut,LB,,33.8707705,35.5202901,+9611281870;+9611280881,,,,,,,,1,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Taanayel General Hospital,hospital,Bekaa,LB,,33.7941808,35.8777565,+9618545299,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Kassab Hospital,hospital,South Lebanon,LB,,33.568745,35.3916326,+9617723900;+9617723700,info@kassabhospital.com,https://kassabhospital.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مستشفى الخير,hospital,North Lebanon,LB,,34.482505,35.9405413,+9616461444,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
مستشفى الحنان,hospital,North Lebanon,LB,,34.4434639,35.8342695,+961 6 200 527,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Orange Nassau Governmental Hospital,hospital,North Lebanon,LB,,34.4425526,35.8384055,+9616428200,info@ongh.org,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Batrouniyat,restaurant,North Lebanon,LB,Dawra Street,34.2468973,35.661628,+9616744510,info@batrouniyat.org,http://www.batrouniyat.org,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Karantina Governmental Hospital,hospital,Beirut,LB,,33.9025367,35.5299998,+9611442110,,,,https://www.facebook.com/pages/category/Local-Business/Hospital-beirut-governmental-karantina-569737699791591,,,,2,medium,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Tatari Hospital,hospital,Baalbek-Hermel,LB,,34.0107926,36.2057555,+9618370799,,,,https://www.facebook.com/Top.hospital80,,,,2,medium,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Medical 2000 Hospital,hospital,Mount Lebanon,LB,,33.8031637,35.5172941,+9615432525,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
4 ways,restaurant,South Lebanon,LB,"toul - dweir main road, nabatieh, toul",33.3846844,35.4442651,+9617765095,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Sushi Lovers,restaurant,Beirut,LB,شارع روزفلت,33.895081,35.4855733,+9611354040,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Anthony's,restaurant,Mount Lebanon,LB,,34.0935965,35.6513067,+9619479189,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Al Halabi,restaurant,Mount Lebanon,LB,طريق ضبية القديم,33.9168444,35.5900819,+961 4 523 555,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Parfumerie Paloma,perfumery,Beirut,LB,"new trad street, برج حموﺪ",33.8895788,35.5421225,+9611249951,,,,,,,,2,high,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
ماركت شادي مسيح,supermarket,North Lebanon,LB,,34.3586111,35.7328103,+9616543886,,,,,,,,1,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
عيادة الدكتور بو حبيب,clinic,Mount Lebanon,LB,شارع 12,33.9114217,35.5842732,+961 4 416 979,neurologist@inbox.com,http://www.bouhabib.narod.ru/,True,https://www.facebook.com/bouhabibclinic/,,,,5,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
The Parisian Hotel,hotel,Beirut,LB,,33.9000978,35.4919177,+9611361999,info@theparisianhotel.com,https://www.theparisianhotel.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Mum & I,restaurant,Beirut,LB,,33.8783448,35.5159861,+9611425650,,,,https://www.facebook.com/MumAndI,,,,2,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Café عصير صقر,cafe,Beirut,LB,"شارع بشارة الخوري, بيروت",33.8850311,35.506964,+961 1 632 010,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Sushi Star,restaurant,Mount Lebanon,LB,,33.8594178,35.558779,+9611683689,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
future - المستقبل,supermarket,Mount Lebanon,LB,,33.7840271,35.5561433,+9615273558,,,,,,,,1,medium,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
19 Restaurant,restaurant,Mount Lebanon,LB,,33.7845928,35.4764504,+9615807800,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
The J Hotel & Spa,hotel,Beirut,LB,,33.8955401,35.4812196,+9611344626,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Monte Cassino,hotel,Mount Lebanon,LB,"Casino Du Liban Street Jounieh، 2J7Q+JHR, Kfar Yassine, Lebanon",34.0140485,35.638965899999995,09 852 600,,,,,,4.5,179,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places|osm,2026-05-04T11:47:22.394171Z
Le Montagnou,restaurant,Bekaa,LB,,33.9936095,35.831913,+961 9 341 441,,http://www.montagnou.com/,False,https://www.facebook.com/LeMontagnou/,,,,3,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Librairie Antoine Hamra,books,Beirut,LB,,33.8955567,35.4821392,+9611341470,,https://www.antoineonline.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Ka3kaya,restaurant,Beirut,LB,,33.8962349,35.4820078,+961 1 354 555,,https://www.ka3kaya.com/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Al Irfan Hospital,hospital,Mount Lebanon,LB,,33.6752712,35.5922749,+9615501678,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
الجمية اللبنانية لرعاية المعوقين,clinic,South Lebanon,LB,,33.4327742,35.3092739,+961 7 441 010,lwah@lwah.org.lb,,,,,,,2,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
فندق البحار,hotel,Mount Lebanon,LB,,34.0290095,35.6257321,+9619855858,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Joy Venue,events_venue,Mount Lebanon,LB,,34.097262,35.6547602,+9619479498,,,,,https://www.instagram.com/joyvenue/,,,2,medium,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Chateau Muzar,wine,Mount Lebanon,LB,,34.0163495,35.6699185,+961 9 925 127,,https://www.chateaumusar.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Gelato Show,ice_cream,Mount Lebanon,LB,,33.9887408,35.6413694,+9619642250,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
جمعية امبرايس,clinic,Beirut,LB,شارع ربيز,33.8960082,35.4852403,+9611341941,,,,,,,,2,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
Al Hamshari Hospital,hospital,South Lebanon,LB,,33.5476708,35.3862615,+9617724881,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Pepe Fishermans Club,restaurant,North Lebanon,LB,,34.1216154,35.6440741,+961 9 540 213,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Nahr Al Janna,hotel,Mount Lebanon,LB,,33.9459815,35.6152664,+961 4 930 200,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Hôpital Haroun,hospital,Mount Lebanon,LB,,33.9006645,35.5717805,+961 1 897 300;+961 1 897 301;+961 1 897 302;+961 1 897 303;+961 1 897 304,,,,https://m.facebook.com/profile.php?id=376596812392902,,,,2,medium,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Loris,restaurant,Beirut,LB,شارع باستور,33.8959295,35.5158789,+9611567568,,https://www.loris.restaurant/,False,https://m.facebook.com/Loris.Restaurant/,,,,4,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Al Hayat Hospital,hospital,Beirut,LB,"Al Hayat Hospital Street, Lebanon",33.8578028,35.5252089,01 546 200,,https://www.alhayat-hospital.com/,True,https://www.facebook.com/AL-Hayat-Hospital-557872267703366/,,3.8,47,4,medium,Reputation + SEO turnaround,google_places|osm,2026-05-04T11:47:22.394171Z
Dr. Haitham AlFakih Dental Clinic,dentist,Mount Lebanon,LB,,33.8121453,35.6091416,+9615551725,drfakih@hotmail.com,,,,,,,2,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
فندق باي ان,hotel,Mount Lebanon,LB,طريق البحر,34.0069342,35.6467006,+9619854212,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Clinique AS Ahdab,clinic,North Lebanon,LB,,34.4405531,35.8352231,+9616441442,,,,,,,,1,high,Lead-gen website + Google Ads launch,osm,2026-05-04T11:47:22.388875Z
Cedarland Hotel,hotel,Beirut,LB,,33.8973084,35.4839301,+9611340233;+9611340234,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Mashhour,restaurant,Bekaa,LB,,33.5217675,35.8265924,+9618590199,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
SHOO clean,laundry,Mount Lebanon,LB,,33.9256613,35.6366255,+9614910647,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
رصيف بيروت,restaurant,Beirut,LB,"شارع جبر ضومط, بيروت",33.8973745,35.480822,+9611340081,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Restaurant Ya Hala,fast_food,Akkar,LB,,34.393133,36.3852545,+961 8 200 375,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Ni,restaurant,Mount Lebanon,LB,,33.9268789,35.5878772,+9614520772,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
وسليز,general,Mount Lebanon,LB,,33.9068878,35.5799338,+9614714094,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Tawlet Beit El Qamar,restaurant,Mount Lebanon,LB,,33.7048273,35.5779384,+9615511722,info@beitelqamar.com,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Hotel Le Noble,hotel,Mount Lebanon,LB,,33.946732,35.5979426,+961 4 542 750,,https://hotellenoble.com/,False,,,,,2,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
BHive Café,coffee_shop,Beirut,LB,"Mahatma Ghandi, Hamra 1103, Lebanon",33.895172599999995,35.4779702,01 355 351,,http://www.thebhive.io/,True,,,4.4,529,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places|osm,2026-05-04T11:47:22.394171Z
مطعم البندقية الإيطالي,restaurant,Beirut,LB,"شارع 8-05, بيروت",33.8713028,35.5359178,+961 1 516 540,,,,https://www.facebook.com/VeneziaRistoranteItaliano,https://www.instagram.com/veneziaristoranteitaliano/,,,3,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Aphrodite Hotel,hotel,Mount Lebanon,LB,,34.018783,35.6315951,+961 9 850 400,,,,https://www.facebook.com/aphrodite1.hotel/,,,,2,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Romance Hotel,hotel,Mount Lebanon,LB,,34.0194722,35.6318405,+961 9 855 258,,,,,https://www.instagram.com/romancehotellb/,,,2,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Grand Gabriel Hotel,hotel,Mount Lebanon,LB,,33.9663436,35.6094226,+9619215222,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Ana Beirut,restaurant,Mount Lebanon,LB,,33.9186162,35.586471,+9614520280,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Le Cerfvolant Beach Restaurant,restaurant,Mount Lebanon,LB,,34.0590867,35.6428933,+96129445679,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
AM Bank,bank,Mount Lebanon,LB,,33.9172084,35.5843654,+9614444590,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Garage Riad El Hayek,car_repair,Mount Lebanon,LB,"Aboujaoude industrial center, Naher El Mot",33.8934328,35.5756791,+9611890661,,https://garageriadhayek.wordpress.com/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Billy Boyz,restaurant,Mount Lebanon,LB,,33.9558487,35.6107372,+961 9 222 062,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
iSTYLE,computer,Beirut,LB,,33.8614187,35.5292788,+961 1 283 989,,,,,,,,1,high,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Patchi,chocolate,Mount Lebanon,LB,,34.0122961,35.6483938,+961 9 855 925,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Sinno Trading Co SAL,hardware,Beirut,LB,,33.8665744,35.4882994,+9611821821,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
لا بلازير - حلويات,confectionery,Mount Lebanon,LB,Saqiet El-Misk - Bikfaya - Rue Principale,33.9185313,35.6771851,+961 4 981 423,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Das Küche,restaurant,Beirut,LB,,33.8971117,35.5245777,+961 1 442 887,,https://daskuche.me/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Delight,restaurant,Mount Lebanon,LB,Qalaa,33.8382953,35.7333625,+9615530577,,https://pizzadelight-hammana.business.site/?utm_source=gmb&utm_medium=referral,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Pertutti,restaurant,Mount Lebanon,LB,,33.853203,35.5452282,+961 5 457 000,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Mr. International,restaurant,Beirut,LB,,33.8747538,35.5395521,+9611488381,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
Pet Palace,pet_grooming,Beirut,LB,شارع جورج حداد,33.8927332,35.5099196,+961 1 218 245,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
عمر الفحل,doityourself,Beirut,LB,Rue Imam Moussa Sader,33.8599721,35.4865854,+9611852134,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Colortek Paints & Wallpapers,interior_decoration,Mount Lebanon,LB,شارع حنكاش الجديد,33.89225,35.5573581,+9611242812,,https://www.colortek.eu/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
The Bros,fast_food,Beirut,LB,شارع أرمينيا,33.8972754,35.5271384,+9611570297,,,,thebroslb,,,,3,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
صيدلية سان جورج,pharmacy,Beirut,LB,شارع مستشفى الروم,33.8945438,35.5247962,+9611582997,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Nextcare,insurance,Beirut,LB,,33.8807239,35.5386498,+961 1 504 000,lebanon@nextcarehealth.com,https://www.nextcarehealth.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Seven Moons School,school,Mount Lebanon,LB,,33.843026,35.5096797,+9611474662,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Albayan High School,school,Mount Lebanon,LB,,33.8446614,35.5173118,+961 1 472 158,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
مشاويش,restaurant,Beirut,LB,شارع ألكسندر فليمنغ,33.8974146,35.5250774,+9611449390,,,,,mashawish.grill,,,3,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Frunch Eatery - Mar Mikhael,fast_food,Beirut,LB,شارع أرمينيا,33.8974472,35.5270752,+9611403303,,http://frunch-eatery.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Upper Room,restaurant,Mount Lebanon,LB,طريق انطلياس بكفيّا,33.9156251,35.591961,+9613110200,,,,upperroomleb,upperroomlrbanon,,,3,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Keys'n Chords Music Academy,musical_instrument,Beirut,LB,شارع تامر ملاط,33.8848372,35.4853828,+961 1 795 914,,https://keysncords.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
صيدلية شعار,pharmacy,Beirut,LB,شارع بشارة الخوري,33.8858922,35.506538,+9611663221,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Brush Art Paints,doityourself,Beirut,LB,شارع دار الفتوى,33.8848323,35.4902253,+961 1 706 773,,https://www.brushart.co/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Tony,restaurant,Mount Lebanon,LB,,33.9128717,35.6770346,+961 4 985 959,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
فرن صفوان الأصلي,bakery,Beirut,LB,طريق السريع بيروت-صيدا,33.8459623,35.4852017,+9611450143,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
Chez Angelo,restaurant,Beirut,LB,,33.8892169,35.517097,+961 1 587 550,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
بوتيك متحف الصابون في صيدا,gift,Beirut,LB,,33.892583,35.5171468,+961 3 88 76 88,,https://sidonia.shop/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Cafe Younes,coffee_shop,Beirut,LB,"VFVH+WPP, Baalbak, Bayrut, Lebanon",33.8948427,35.4793224,01 750 975,,http://www.cafeyounes.com/,True,,,4.4,896,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places|osm,2026-05-04T11:47:22.394171Z
Allcare Pharmacy,pharmacy,Mount Lebanon,LB,,33.8519173,35.5487747,+9615457037,,,,,,,,1,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
FS Office Supplies,electronics,Mount Lebanon,LB,,33.8523178,35.5489502,+961 5 950 180,,https://www.fsofficesupplies.net/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
ATLAI,gift,Mount Lebanon,LB,,33.8519402,35.5466003,+961 5 951 172,,https://www.altailebanon.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
الحويك,doityourself,Mount Lebanon,LB,Rue Ste. Mere Teresa,33.8886998,35.5547164,+9611880271,info@howayek.con,https://howayek.com,True,,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Chez Gio Gio,restaurant,Bekaa,LB,Zahlé,33.8398512,35.9143537,+961 8 822 884,,,,https://www.facebook.com/chezgio/,https://www.instagram.com/chezgiogio/,,,3,high,Website launch + capture their existing audience,osm,2026-05-04T11:47:22.388875Z
Uniun,restaurant,Beirut,LB,,33.8987,35.4837859,+961 1 444 514,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
The HealthQuarters,clinic,Beirut,LB,شارع محمد بيضون,33.8854537,35.5113041,+961 1 425 182,,http://www.thehealthquarters.co/,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
La Soltech,doityourself,Beirut,LB,شارع برج أبي حيدر,33.8828152,35.4985628,+9611706310,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
ملحمة الحاج عوني لبدة وأولاده,restaurant,North Lebanon,LB,الميناء,34.4514979,35.8165592,+9616601925,,,,,,,,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
حلويات الجبّة,confectionery,Baalbek-Hermel,LB,,34.0061034,36.2081608,+9618373824,,,,aljebbeh,,,,2,medium,E-commerce launch + Instagram-to-store funnel,osm,2026-05-04T11:47:22.388875Z
Seray,restaurant,Beirut,LB,,33.8988683,35.5006813,+961 1 995 511,,,,,,,,1,high,"RTYLR commerce OS (POS, online ordering, CRM)",osm,2026-05-04T11:47:22.388875Z
أفران الزمار,bakery,Bekaa,LB,Route Vallée Ferzol,33.8625579,35.9518654,+9618951222,,,,,,,,2,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T11:47:22.388875Z
