name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,whatsapp,linkedin,rating,review_count,completeness_score,lead_score,industry_priority,recommended_service,source,scraped_at
EZGYMLB / EMS & Fitness center,gym,Mount Lebanon,LB,"Jdeideh, Lebanon",33.8881412,35.5691305,+96178995638,,,,,,,,5,71,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Sky gym,gym,Mount Lebanon,LB,"Bsalim-Mezher La Plaza Center Bloc B, Bsalim, Mont-Liban, Lebanon، Bsalim, Lebanon",33.9075346,35.5900648,+9613759496,,,,,,,,4.7,47,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
LIFT in Beyrut - GYM,fitness_center,Beirut,LB,"Adib Nahhas, Bayrut, Lebanon",33.8887655,35.5218334,+96171823182,,http://www.liftinbeyrut.com/,False,,,,,4.9,42,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Fitness Kingdom Zalka,gym,Mount Lebanon,LB,"Near Starbucks, Haroun Hospital, Zalqa 12031101, Lebanon",33.901379,35.572288,+96181164581,,https://fitnesskingdomlb.com/,True,,,,,4.9,12,3,33,medium,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Goodlife Fitness Gym,gym,Beirut,LB,"Baabda, Lebanon",33.8630843,35.5237731,+9611393301,,http://goodlifefitness.com/,True,,type,,,4.3,276,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Sports Village Fitness,yoga_studio,,LB,"1735 W Main St, Lebanon, TN 37087, USA",36.2245661,-86.3502377,+9616154490031,,https://www.sportsvillagefitness.com/,True,,formatjs,,,4.2,158,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Bodies world of fitness,gym,Mount Lebanon,LB,"Al arz hospital street, Wata Aamaret Chalhoub, Lebanon",33.8973145,35.5733695,+96170799798,,,,,,,,4.3,80,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Whim Boutique Gym,fitness_center,Mount Lebanon,LB,"Martakla near mar takla church .hazmieh.haddad bld 601 Beirut، Hazmiyeh, Lebanon",33.8532708,35.5481147,+9613887873,,http://www.whimgym.com/,False,,,,,4.4,66,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
U-FIT GYM,gym,Mount Lebanon,LB,River street. Antonine Buildings. Block H Antelias، Lebanon,33.9131412,35.5940195,+96170621663,,,,,,,,4.4,52,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Athletic Minds,fitness_center,Beirut,LB,"Basement Floor, Haddad Building, Ghazalieh Street, VGPF+CCQ، بيروت، Lebanon",33.8860965,35.523620799999996,+96171527267,,,,,,,,5,17,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Gym Box,gym,Mount Lebanon,LB,"Business Area, Siwar Center, ذوق مصبح، Lebanon",33.963062199999996,35.6015625,+96171793593,info@gymboxlb.com,http://www.gymboxlb.com/,True,,gymboxlb,,,4.9,152,5,63,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Tactical Fitness,gym,Mount Lebanon,LB,"Mirna Chalouhi Hwy, Bayrut, Lebanon",33.8857925,35.5459173,+96179198380,,https://www.facebook.com/TacticalFitlb/,True,,media,,,4.3,35,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Fitness Zone - Hamra,gym,Beirut,LB,"الحمراء, Lebanon",33.8956357,35.4792488,+9611751666,,,,,,,,4.1,151,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Infinite Strength Academy Calisthenics Gym,gym,Mount Lebanon,LB,"بيت الكيكو،, Lebanon",33.9250198,35.636864599999996,+96170740805,,https://www.instagram.com/infinitestrengthacademy/?hl=en,True,,rsrc.php,,,5,69,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Z-GYM,gym,Beirut,LB,"Algeria, Bayrut, Lebanon",33.890388400000006,35.4915962,+9611350030,,,,,,,,4.7,41,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
H&H Fitness For Life GYM,gym,Beirut,LB,"Beirut, Lebanon",33.881217899999996,35.509948699999995,+96181815858,,,,,,,,4.2,31,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
REVIVE THE GYM,gym,Mount Lebanon,LB,"Rayfoun, Lebanon",33.978339,35.7082397,+96181219429,,https://revivethegym.com/,False,,,,,5,14,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
3B Gym,gym,Beirut,LB,"VFHJ+2XQ, Beirut, Lebanon",33.8775883,35.4824753,+9611800723,,http://www.3bgym.com/,True,,,,,4.6,39,3,33,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
The 100 club by Bodyline Gym,gym,Beirut,LB,"VFRF+2MR, Beirut, Lebanon",33.8901263,35.474431700000004,+96121809291,,http://instagram.com/the100gym,True,,rsrc.php,,,4.6,36,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Fight Club Beirut,gym,Beirut,LB,"Saifi Village, Beirut, Lebanon",33.8933797,35.5089973,+96170663999,,http://www.fightclubbeirut.vip/,False,,,,,5,22,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
"Goodlife Fitness, Jal El Dib",gym,Mount Lebanon,LB,"WH3H+M5V, Jal El Dib, Lebanon",33.9042296,35.57790920000001,+9614722348,,http://www.goodlifefitnesslb.com/,False,,,,,4.3,234,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Fitness Zone BAABDA,gym,Beirut,LB,"VG3M+47J, Beirut, Lebanon",33.852848,35.5331547,+9615958158,,,,,,,,4,312,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Muscle Engine Gym Lebanon,gym,Mount Lebanon,LB,"Main Street, Second & Third Floor, عين عنوب، Lebanon",33.7840555,35.5421779,+96171041996,,,,,,,,4.8,17,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Fitness Zone - Manara,gym,Beirut,LB,"WF2C+3V9, Beirut, Lebanon",33.90016,35.4722374,+9611369777,,,,,,,,3.7,92,2,33,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
FITNESS:1440- Lebanon,gym,,LB,"2225 S Main Rd, Lebanon, OR 97355, USA",44.5240186,-122.908157,+9615412581983,,http://www.fitness1440.com/lebanon,True,,context,,,4.6,108,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
Body factory,fitness_center,Mount Lebanon,LB,"Al Madina 487 Buidling, Bloc C, Ground Floor Mar Roukouz, Ed Dekouâné, Lebanon، Bayrut, Lebanon",33.8752822,35.5556632,+96181776652,,,,,,,,4.3,96,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Gold Gym,gym,Mount Lebanon,LB,"Antelias, Bikfaya, Elissar, مطيلب 2426, Lebanon",33.924562099999996,35.6236749,+96170629706,,https://goldnutrition.shop/,True,,font,,,4.9,20,4,43,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
The Arena Gym,fitness_center,Mount Lebanon,LB,"VHWG+V58 The Pergola, Zalqa, Lebanon",33.897166999999996,35.575438999999996,+96176472312,,https://www.instagram.com/thearenagym.lb/,True,,,,,5,8,3,25,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
World Gym Sidon,gym,South Lebanon,LB,"Ward Cafe Street, Saida, Lebanon",33.575951599999996,35.3864476,+9617739996,,https://www.worldgym.com/sidon/home,True,,,,,4.8,72,3,33,medium,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T13:12:10.493892Z
FlyyFitt Beirut,fitness_center,Mount Lebanon,LB,"Highway, جل الديب، Lebanon",33.9060516,35.5762176,+96171057877,,https://wa.me/c/96171057877,True,,whatsapp,,,5,124,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
City Barbell GYM,gym,Beirut,LB,"VGM6+29P, Beirut, Lebanon",33.8825864,35.5109375,+96170051555,,,,,,,,4.5,33,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Fitness Zone,gym,Mount Lebanon,LB,"WHQR+27C, Lebanon",33.937561699999996,35.590645599999995,+9614543433,,,,,,,,3.8,177,2,33,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Tiger Muay Thai Gym,gym,Beirut,LB,"VFCP+5WM, Owayni, Jnah, Lebanon",33.870373400000005,35.487152099999996,+9613098504,,http://tigermuaythaigym-lb.com/,False,,,,,5,90,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Level Up Training Gym,gym,Beirut,LB,"Specialty Clincs Center, شارع معماري، بيروت 0000, Lebanon",33.8976749,35.486762,+9611350588,,,,,,,,4.5,27,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Next Level Gym,gym,Mount Lebanon,LB,"tilal saade, saade عين, فنار، Lebanon",33.8787012,35.587728,+96170606961,,https://www.facebook.com/gymnextlevel/,True,,media,,,4.4,17,4,43,medium,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
EVOlution GYM,gym,Beirut,LB,"Beirut, Lebanon",33.8863205,35.51757930000001,+96170975074,,,,,,,,4.5,14,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
GRIZZLY GYM,gym,Beirut,LB,"Beirut, Lebanon",33.8849109,35.5252827,+96170653355,,,,,,,,4.5,23,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Pt78 fitness club platinum,fitness_center,Beirut,LB,"VFMQ+2V2, Talaat Harb Zarif, Bayrut 0000, Lebanon",33.8825812,35.489719,+9611817111,,http://www.pt78.me/,True,,,,,4.2,71,3,25,low,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
Matrix Gym and Spa,gym,Bekaa,LB,"Platinum venue Main road almanarah west bekaa West bekaa، Al Manara, Lebanon",33.6524783,35.8832294,+96176969907,,,,,,,,4.7,58,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
Raw Fitness,gym,Mount Lebanon,LB,"after Faddoul Supermarket in level, Sarba, Lebanon",33.9779705,35.6259808,+96170292923,,http://www.rawfitness-lb.com/,False,,,,,4.8,67,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Trainstation | Gym,gym,Beirut,LB,"33°53'29.7""N 35°30'56.1""E، Bayrut, Lebanon",33.8916119,35.5166168,+9611322104,,,,,,,,4.7,13,2,23,medium,Lead-gen website + Google Ads launch,google_places,2026-05-04T13:12:10.493892Z
"Saifi Institute for Arabic Language - Learn Arabic, Arabic Language School",school,Beirut,LB,"Mgr, Atallah, Bayrut, Lebanon",33.89013,35.5242445,+96176937033,,https://saifiarabic.com/,True,,,,,4.9,188,3,33,medium,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
Lebanese Arabic Institute,school,Beirut,LB,"Arayssi Building, 1st Floor No. 8, Clemenceau St، Bayrut, Lebanon",33.897935499999996,35.492117799999995,+9611363260,,https://www.lebanesearabicinstitute.com/,True,,,,,5,26,3,33,medium,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
American Language Center,school,Beirut,LB,"VFWP+P2F, Beirut, Lebanon",33.8968032,35.4850316,+9611741262,,http://www.alcbeirut.com/,True,,,,,4.6,20,3,33,medium,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
Edulibano,cultural_center,Mount Lebanon,LB,"Tauk Center, Jaouharji Street, Zalka, Lebanon – Grand Floor Zalka، WH2J+H5P, Zalqa, Lebanon",33.9014512,35.5804475,+96176569090,,http://edulibano.net/,False,,,,,5,38,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Succeed&Achieve - SALC,university,Beirut,LB,"Beirut, Lebanon",33.8532197,35.510146,+96176986022,,http://www.succeednachieve.com/,False,,,,,5,81,3,43,medium,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
American Language Centre- Sin El Fil,school,Beirut,LB,"Dimitri El Hayek, Lebanon",33.8780967,35.5374294,+9611500978,,http://www.allcs.edu.lb/,True,,font,,,4.6,8,4,43,medium,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Goethe-Institut Libanon,cultural_center,Beirut,LB,"Beirut Digital District Building 1281، Bayrut, Lebanon",33.890600899999995,35.5052101,+96171457498,,http://www.goethe.de/libanon,True,,context,,,2.8,169,4,45,low,Reputation + SEO turnaround,google_places,2026-05-04T13:12:10.493892Z
INTERNATIONAL LESSING SCHOOL,school,Mount Lebanon,LB,"The International School of Choueifat, Choueifat، Lebanon",33.816468,35.516459,+9615434419,,,,,,,,4.3,6,2,23,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Leaders Technology Center by CIS College,university,Beirut,LB,"Beirut, Lebanon",33.896042,35.483959,+9611340610,,http://www.leaderstrainingcenter.com/,True,,formatjs,,,4.4,25,4,43,medium,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Stepping Stones Learning Center - Tutoring - Therapy & Psychosocial Support- Fine Art- Mental Math - Robotics - Muay Thai,school,Beirut,LB,"VFQV+6MG, Mar Elias, Bayrut, Lebanon",33.888060599999996,35.494194,+96181929285,,https://www.instagram.com/steppingstones.learning.center?igsh=NDF1cWxnNGk1dTA0&utm_source=qr,True,,rsrc.php,,,5,12,4,43,medium,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
"Friends of the Syriac Language, Center Maya, 2nd floor",school,Mount Lebanon,LB,"حي السريان سنتر مايا ط2، Baouchriyeh, Lebanon",33.883347799999996,35.5595724,+96170268611,,,,,,,,5,1,2,23,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
LWIS City International School,school,Beirut,LB,"Zokak Al Blat Hussein Beyhum street near german research college university، VFXV+3G7, Bayrut, Lebanon",33.894255699999995,35.497411899999996,+9611369501,,http://www.lwis-cis.edu.lb/,True,,context,,,4.4,7,4,43,medium,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
مركز المُــنَــى التعليمي | Al Mona Education Center,school,North Lebanon,LB,"Abi Samra أبي سمراء, near Abi Samra kids garden, Supermarket Shaqas سوبرماركت شقص, Shaqas Building, 1st Floor بناية, طرابلس، Lebanon",34.4267712,35.8401162,+9616429295,,,,,,,,5,7,2,23,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Sarvam Yoga,yoga_studio,Beirut,LB,"Mar Antonios, Bayrut, Lebanon",33.8944895,35.5141824,+96171707270,info@sarvamyoga.com,http://www.sarvamyoga.com/,True,,context,,,4.9,78,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Ohana Space Beirut,yoga_studio,Beirut,LB,"Ground Floor, Point A Building, أوتيل ديو، بيروت، Lebanon",33.8808177,35.5153221,+96170155957,lemonad@jovanny.ru,https://ohanaspaceyoga.com/,True,,font,,,5,120,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Yoga Souk Beirut,yoga_studio,Beirut,LB,752 Said Akl Street، Saifi Village، Lebanon,33.8947364,35.508512599999996,+96181608607,,https://yogasoukbeirut.com/,False,,,,,4.9,8,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Hot Yoga Lebanon,yoga_studio,,LB,"1411 W Main St F, Lebanon, TN 37087, USA",36.2158066,-86.3281713,+9616153475745,,http://hotyogalebanon.com/,True,,media,,,5,55,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Beirut Yoga Center/Sodeco Branch,yoga_studio,Beirut,LB,"10th Flr., Echmoun Bldg., Bechara El Khoury Avenue Saifi,Damascus Road، Bayrut, Lebanon",33.8898222,35.50683,+9613029734,,https://beirutyogacenter.com/,True,,400,,,4.6,107,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Lama Yulu Yoga Studio,yoga_studio,Mount Lebanon,LB,"Inside، Villa Saleh- Lama Yulu، Dbayeh Road، Dbayeh 0000, Lebanon",33.9384471,35.591893999999996,+9613414917,,http://www.lamayulu.com/,True,,context,+9613414917,,5,56,5,50,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
The Green Lotus Yoga Studio,yoga_studio,,LB,"30 E Mulberry St, Lebanon, OH 45036, USA",39.4346007,-84.2073963,+9613307604009,greenlotuslebanon@gmail.com,http://www.thegreenlotusyogastudio.com/,True,,keyframes,,,5,21,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Yoga Mithra (Audrey Hobeika) 🇱🇧,yoga_studio,Mount Lebanon,LB,"Serhal hospital, Rabieh, Lebanon",33.9143444,35.6036822,+9613104105,,,,,,,,5,31,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Beirut Yoga Center/ Mansourieh,yoga_studio,Mount Lebanon,LB,"Mansourieh Beit Meri road, Ground floor, منصورية، بيت مري 0000, Lebanon",33.8553488,35.58033580000001,+96181994950,,http://beirutyogacenter.com/,True,,400,,,5,62,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Ram School Of Yoga | Ram The Studio,yoga_studio,Beirut,LB,"Horsh Tabet, Bayrut 2404, Lebanon",33.8719427,35.5387749,+9613334674,,http://www.ramholistic.com/,True,,theme,,,5,27,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Humm Yoga Studio,yoga_studio,Beirut,LB,"Gemmayze, Pasteur، Youssef Hani, Bayrut, Lebanon",33.8964271,35.510005899999996,+9613386730,,,,,,,,4.9,18,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Arch Body and Mind,yoga_studio,Beirut,LB,"Near DISB School, Bliss, Bayrut 1100, Lebanon",33.8981814,35.473364499999995,+96170810828,,,,,,,,5,20,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Beirut Yoga Center/ Antelias Branch,yoga_studio,Mount Lebanon,LB,"Antelias Main Road Antelias, Demco Towers, Block A, 6th Flr, Lebanon",33.917157599999996,35.5842849,+9613029735,,https://beirutyogacenter.com/,True,,400,,,4.6,42,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
ZenCorner,yoga_studio,Mount Lebanon,LB,"Street 46, بعبدا، Lebanon",33.8335546,35.5448826,+96176132562,,http://zencorner.yoga/,True,,2x.png,,,5,48,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Shiva-Lila Yoga Space,yoga_studio,Beirut,LB,"Clemenceau street، Minkara Bldg 2nd floor، Bayrut, Lebanon",33.897728,35.4915519,+9613335054,,,,,,,,4.2,6,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Beit Ra Yoga,yoga_studio,Beirut,LB,"Sursock, Bayrut, Lebanon",33.893529099999995,35.5154407,+9613390961,,https://www.instagram.com/beitrayoga?igsh=MWw1YTNzbTg5dHJydw==,True,,,,,5,4,3,25,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Within Studio,yoga_studio,Beirut,LB,"VFQJ+RMP, Beirut, Lebanon",33.889587500000005,35.4817031,+96171220998,,,,,,,,5,2,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
SK Yoga Studio,yoga_studio,Mount Lebanon,LB,"Rached Center - 2nd Floor, Jounieh - Beirut Hwy, Jounieh, Lebanon",33.997790699999996,35.6463171,+9613597786,,,,,,,,5,19,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Namasté Studio,yoga_studio,Mount Lebanon,LB,"CENTER EVENT 2020- BLOC D - floor M - baabda, Happy store building, main road, حدث 0000, Lebanon",33.843652,35.5346432,+96171518151,,https://www.instagram.com/namaste_lb?igsh=M3JhaWJxY2xzNjk5&utm_source=qr,True,,rsrc.php,,,5,104,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Soul Garden Yoga & Wellness Studio,yoga_studio,Beirut,LB,"Boustany Street, Bayrut, Lebanon",33.8718842,35.5198396,+9613747830,soulgardenstudio.lb@gmail.com,https://soulgardenstudio.setmore.com/,True,,context,,,5,2,5,55,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Ghady Awwad Health and Wellness Coach,yoga_studio,Mount Lebanon,LB,"St Rita, Jdaideh, Lebanon",33.8926237,35.5666284,+96171881192,impallari@gmail.com,http://www.ghadyawwad.com/,True,,ghadyawwad,,,5,35,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Skoon vibes community,yoga_studio,Beirut,LB,"Tohwita, Furn chebak, بيروت، Lebanon",33.8755916,35.522801099999995,+96176585975,,,,,,,,5,22,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
BambooMoves Yoga,yoga_studio,,LB,"8 S Broadway St #4, Lebanon, OH 45036, USA",39.4341874,-84.2079756,+9616148329005,hello@bmyogacincy.com,https://www.bmyogacincy.com/,True,,keyframes,,,5,19,5,55,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Breathe The Yoga Studio,yoga_studio,Beirut,LB,"Beirut, Lebanon",33.8922673,35.489343,+9613536200,,,,,,,,5,4,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Isha Middle East,yoga_studio,Beirut,LB,"VGF9+63V, Beirut, Lebanon",33.873124499999996,35.5176815,+9613747178,,http://isha.sadhguru.org/,True,,font,,,5,14,4,35,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Art of Living Lebanon,yoga_studio,Beirut,LB,"Beirut, Lebanon",33.871311999999996,35.523739,+9611281005,,http://www.artofliving.org/lb-en,True,,,,,4.7,6,3,25,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Live Like Joelle Yoga & Wellness Center,yoga_studio,Mount Lebanon,LB,"St. 8, Rabieh, Lebanon",33.919525,35.6068408,+9613850065,coach@livelikejoelle.com,https://livelikejoelle.com/,True,,media,,,5,40,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
YogiBYou Urban Wellness,yoga_studio,Beirut,LB,"Khaled bin Walid, Bayrut, Lebanon",33.890358,35.4797897,+9613645012,,http://www.yogibyou.com/,True,,,,,5,6,3,25,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Soulfull,yoga_studio,Beirut,LB,"2162, Floor 8, Bayrut 0000, Lebanon",33.8825311,35.5200098,+96170236900,,https://www.instagram.com/iamsoulfulll/,True,,rsrc.php,,,5,31,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Now Yoga Center,yoga_studio,Mount Lebanon,LB,"Aley, Lebanon",33.8036685,35.5992265,+96170853314,,,,,,,,5,4,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Laām,wellness_center,Beirut,LB,"Verdun, Beirut, Lebanon",33.8852079,35.484646399999995,+96181800950,,http://www.laambeirut.com/,True,,context,,,5,26,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Silhouette Studio,yoga_studio,Mount Lebanon,LB,"Old Road, Tabarja, Lebanon",34.0216715,35.6316415,+96171291789,,https://silhouettestudio.me/,True,,font,,,5,85,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Kamaya Yoga,yoga_studio,Mount Lebanon,LB,"VHHF+75J St. Charbel, Fanar, Lebanon",33.878206399999996,35.572891,+96176471648,,,,,,,,5,4,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Monday Fitness Studio (Lagree),yoga_studio,Beirut,LB,"Plaza Mall، Street 1105، Bayrut, Lebanon",33.8824229,35.4837169,+96121792469,,http://www.mondayfitnessstudio.com/,True,,kayjwellness,+96171574200,,4.8,79,5,50,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
BLOOM by Beirut Yoga Center,yoga_studio,Mount Lebanon,LB,"O living, GF, Piscine street, Aley 1501, Lebanon",33.8113567,35.6052349,+96171776911,,,,,,,,5,17,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Yoga House by Amal,yoga_studio,Mount Lebanon,LB,"QG2M+7VX, Lebanon",33.7507464,35.5347463,+96170503025,,https://www.instagram.com/yogahouse_by_amal?igsh=MWxuZjV3bHBoM2U0Mg==,True,,rsrc.php,,,5,15,4,35,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
Hamsa yoga by Rebecca,yoga_studio,North Lebanon,LB,"Gharfine, Lebanon",34.154927199999996,35.666999,+96179159380,,https://www.instagram.com/hamsayogabyrebecca/?hl=en,True,,rsrc.php,,,5,27,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Yoga with Olynda,yoga_studio,Beirut,LB,"Quarters building, 3rd floor, Hazmiyeh, Lebanon",33.8524002,35.5442913,+96181123111,,https://yogawitholynda.com/,True,,keyframes,,,5,35,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Byblos Center for Yoga&Arts,yoga_studio,North Lebanon,LB,"voie 13 Next to CD-MASTER، Jbeil, Lebanon",34.124440799999995,35.6531725,+96170547942,,,,,,,,5,2,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Lark Studio by Kotch,yoga_studio,Mount Lebanon,LB,"Dahr Broummana, برمانة، بعبدات، Lebanon",33.888579199999995,35.657089,+96181312999,,,,,,,,4.7,15,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
O’Life Beirut,yoga_studio,Beirut,LB,"VGWF+9X2, Beirut, Lebanon",33.8957304,35.525106699999995,+9613534352,,,,,,,,5,12,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Lots of love yoga,yoga_studio,Mount Lebanon,LB,"Centre Bsalim 394, Bsalim, Lebanon",33.9014282,35.5940386,+9613595205,,https://yogawithziad.weebly.com/,True,,media,,,5,3,4,35,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
