name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,industry_priority,recommended_service,source,scraped_at
Grand Café,coffee_shop,Beirut,LB,"VFMH+J4R, Beirut, Lebanon",33.884110299999996,35.4777561,01 792 390,,https://m.facebook.com/GrandCafebeirut/,True,,,4.1,926,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Unicorn Coffee House,coffee_shop,Mount Lebanon,LB,"Main Street, Next to Broummana High School, Brummana, Mount Lebanon, Lebanon",33.88081280000001,35.6250032,71 822 966,,http://www.unicorncoffeehouse.com/,True,,,4.7,373,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Vienna 1683,coffee_shop,North Lebanon,LB,"Ashir Daye, Avenue 32, طرابلس 1330, Lebanon",34.425948399999996,35.827104999999996,71 071 210,,http://vienna1683.com/,True,,,4.8,505,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Café Centre-Ville,cafe,Beirut,LB,"Majidiyeh, Beirut, Lebanon",33.9011743,35.5046981,01 990 994,,http://www.boubess.com/,True,,,4.2,636,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Caffeine 1922 By Bassem Saab,coffee_shop,Beirut,LB,"Mar Elias, Bayrut, Lebanon",33.8895609,35.4945946,03 113 169,,http://www.facebook.com/caffeine1922,True,,,4.5,353,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Jacaranda,restaurant,Beirut,LB,"Mar Mikhael, Beirut, Lebanon",33.8961523,35.529182399999996,76 637 522,,https://www.instagram.com/jacaranda.lb/reels/,True,,,4.5,102,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Salon Beyrouth,restaurant,Beirut,LB,"Mohammad Abdul Baki, Bayrut, Lebanon",33.896983,35.487153,03 133 317,,http://www.salonbeyrouth.com/,True,,,4.5,607,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
curl book & coffee shop,book_store,Beirut,LB,"VGF8+GFH, Beirut, Lebanon",33.8738202,35.5162385,81 021 653,,https://www.instagram.com/curlcoffee/,True,,,4,93,3,low,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
The Backburner Saifi,coffee_shop,Beirut,LB,"VGV5+P22, Beirut, Lebanon",33.8942601,35.507489,01 989 343,,http://thebackburner.com/,True,,,4,269,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Forest Cafe,restaurant,Mount Lebanon,LB,"street, Qarnayel, Lebanon",33.8477743,35.731049399999996,71 912 767,,https://instagram.com/forest.caffe,True,,,4.5,27,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Naranj Cafe - نارنج كافيه,restaurant,Beirut,LB,"Roucheid El Dahdah, Bayrut, Lebanon",33.8890506,35.5071189,71 511 118,,https://www.naranjcafe.com/,True,,,4.8,87,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Al Falamanki Raouche,restaurant,Beirut,LB,"Raouche Rock، Bayrut, Lebanon",33.8916088,35.471139,01 808 011,,http://www.alfalamanki.com/,True,,,4,1887,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
di - Bistrobar,bistro,Bekaa,LB,"Ksara Zahle, زحلة، Lebanon",33.8340326,35.9024961,71 699 644,,http://daze-lb.me/,True,,,4.9,34,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Darkbloom Coffee Company,coffee_shop,,LB,"86 E Sherman St, Lebanon, OR 97355, USA",44.5390227,-122.9058402,(541) 401-6113,,https://darkbloomcoffeecompany.square.site/,True,,,4.9,204,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Living Room Beirut,coffee_shop,Beirut,LB,"Ibrahim Bacha, Bayrut, Lebanon",33.8976331,35.5271519,71 869 556,,https://livingroombeirut.com/,True,,,4.7,74,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Us Coffee,coffee_shop,Beirut,LB,"Minet El Hosn, Bayrut, Lebanon",33.899345,35.498230299999996,03 587 099,,https://www.instagram.com/uscoffeeshop,True,,,4.8,84,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Timeless Café,cafe,,LB,"18 S 8th St, Lebanon, PA 17042, USA",40.3388986,-76.42428319999999,(717) 273-1818,,http://www.thetimelesscafe.com/,True,,,4.7,343,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Ancestor Coffeehouse & Crêperie,coffee_shop,,LB,"119 Springwood Dr Suite 500, Lebanon, PA 17042, USA",40.306752599999996,-76.41442479999999,(717) 675-7527,,http://ancestorcoffeehouse.com/,True,,,4.7,607,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Siplings,restaurant,Bekaa,LB,"Zaarour, main road, Lebanon",33.909272,35.7578009,71 600 261,,https://linktr.ee/Siplings,True,,,4.9,57,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Bread And Beans,coffee_shop,Bekaa,LB,"Zahlé, Lebanon",33.836422299999995,35.9104998,70 465 445,,http://breadandbeans.net/,False,,,4.3,331,3,high,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Cantina Sociale,restaurant,Beirut,LB,"Beirut, Lebanon",33.8867514,35.5184201,21 334 714,,https://cantinabeirut.com/,True,,,4.5,766,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Vanilla Bean - The bakery,bakery,Beirut,LB,"Michel Chiha, Bayrut, Lebanon",33.8952515,35.491560299999996,21 341 459,,https://www.instagram.com/vanillabean_thebakery?igsh=eXpscjE4ZWVndHo3&utm_source=qr,True,,,4.7,88,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Ana Lebnene,restaurant,Beirut,LB,"Makhoul, Bayrut 4455, Lebanon",33.8985581,35.4822541,03 750 781,,https://www.instagram.com/ana.lebnene.beirut?igsh=dHJ0Y20zZmZ3enVh&utm_source=qr,True,,,4.5,13,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Hilmi's House of Lemonade,juice_shop,North Lebanon,LB,"Hilmi's Bldg, Street 902, Batroun, البترون، Lebanon",34.2552547,35.658600299999996,81 991 888,,https://m.facebook.com/Hilmislemonade/,True,,,4.3,1567,3,low,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Ginette Beirut,restaurant,Beirut,LB,"Beirut, Lebanon",33.894937600000006,35.51642,01 570 440,,https://www.facebook.com/Ginette.Beirut,True,,,4,159,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Patchi Café Downtown,restaurant,Beirut,LB,"Downtown, Bayrut, Lebanon",33.9005558,35.499458,01 999 009,,https://patchi.com/,True,,,3.7,165,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
InterContinental Mzaar (Mountain Resort & Spa) by IHG,hotel,Bekaa,LB,"Ouyoun El Simane, Mzaar, Kfardebian، Lebanon",33.9918343,35.8374174,03 776 991,,https://www.ihg.com/intercontinental/hotels/gb/en/mzaar/mzrha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-LB-_-MZRHA,True,,,4.4,1532,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hotel Layali Al Shams,hotel,Bekaa,LB,"Near Omayad، Aanjar, Lebanon",33.7352151,35.9411919,08 622 600,,http://www.layalishams.com/,True,,,4.4,601,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Grand Kadri Hotel By Cristal Lebanon,hotel,Bekaa,LB,"Boulevard Brazil street، VV2W+H6M, Zahlé, Lebanon",33.8514717,35.8955382,08 800 038,,http://grandkadrihotel.com/,True,,,4.4,802,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Four Seasons Halat Hotel & Beach Resort,hotel,Mount Lebanon,LB,"Sea Side Rd, Jbeil 09478673, Lebanon",34.0736315,35.6441696,71 716 767,,http://www.fourseasonshalat.com/,True,,,3.9,789,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Assaha Hotel Beirut,hotel,Mount Lebanon,LB,"Airport Road, Bayrut, Lebanon",33.8441446,35.497219799999996,01 450 909,,http://www.assahavillage.com/,True,,,4.1,645,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Graneroverde,hostel,Akkar,LB,"Qoubaiyat, Lebanon",34.5525607,36.277742499999995,70 473 347,,http://www.graneroverde.com/,True,,,4.3,195,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Madisson Hotel,hotel,Mount Lebanon,LB,Unnamed Road، Lebanon,33.9880883,35.6394549,09 832 066,,http://www.madissonhotel.com/,True,,,4.1,197,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Princessa Hotel,hotel,Mount Lebanon,LB,"Jounieh, Lebanon",33.994846,35.642463000000006,09 831 333,,http://www.princessahotel.com/,True,,,4.3,391,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Le Royal Hotel Beirut,hotel,Mount Lebanon,LB,"Dbayeh Beirut Lebanon، 2501 1305, Lebanon",33.948010499999995,35.5951417,04 555 555,,https://www.leroyal.com/le-royal-hotel-beirut,True,,,4.4,2079,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hotel​ ​Louis​ ​V,hotel,Mount Lebanon,LB,"WHHQ+CG3, Lebanon",33.9285109,35.5887941,04 520 387,,http://www.louisvhotel.com/,False,,,4.3,395,3,high,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Zett Hotel,hotel,Mount Lebanon,LB,"Jounieh 1201, Lebanon",34.0044366,35.6466312,70 467 468,,http://www.zetthotel.com/,True,,,4.7,103,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
"Hotel De Ville, Sodeco, Beirut",hotel,Beirut,LB,"Sodeco, Beirut, Lebanon",33.8810946,35.511143,01 637 777,,http://www.hoteldeville.com.lb/,True,,,4.5,65,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
The Mayflower Hotel,hotel,Beirut,LB,Hamra، Lebanon,33.8970955,35.4802815,01 340 680,,http://www.mayflowerbeirut.com/,True,,,3.8,771,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
JOUNIEH SUITES BOUTIQUE HOTEL,hotel,Mount Lebanon,LB,"Kaslik, main road، Jounieh, Lebanon",33.980129,35.615454,09 931 277,,http://www.jouniehsuites.com/,True,,,4.2,97,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Lancaster Tamar Hotel,hotel,Beirut,LB,Boulevard General Emile Lahoud - Beirut beirut، Lebanon,33.8559769,35.5298757,05 458 000,,https://lancastertamar.com/,True,,,4,789,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Jiyeh Marina Resort Hotel & Chalets,hotel,Mount Lebanon,LB,"MCCF+C8F, Jiyeh, Lebanon",33.6665638,35.4230265,07 996 496,,http://www.jiyehmarinahotel.com/,True,,,4.1,899,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Mövenpick Beirut,hotel,Beirut,LB,"Rawsheh, General de Gaulle Avenue، بيروت، Lebanon",33.8857687,35.4737268,01 869 666,,https://movenpick.accor.com/en/middle-east/lebanon/beirut/hotel-beirut.html?merchantid=seo-maps-LB-B4Q4&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Beirut,True,,,4.5,4674,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Deir al Oumara,hotel,Mount Lebanon,LB,"Abouna Yaacoub street,، Deir al Qamar, Chouf، Lebanon",33.6959492,35.5601212,25 511 557,,https://www.deiraloumarahotel.com/,True,,,4.3,628,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Royal Tulip Achrafieh - Lebanon,hotel,Beirut,LB,"Rue Alfred Naccache, بيروت، Lebanon",33.8854377,35.5231221,01 333 048,,https://royal-tulip-achrafieh.goldentulip.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google,True,,,4.2,340,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Monteverde Hotel,hotel,Mount Lebanon,LB,"RHVR+R5F YUCCA, Monteverde, Street 11, Beit Meri, Lebanon",33.845201800000005,35.5859184,04 401 806,,https://sites.google.com/view/monteverdehotel/home,True,,,4,333,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Raouché Arjaan by Rotana,hotel,Beirut,LB,"VFRC+VGG, Chouran Street, Bayrut, Lebanon",33.8920925,35.471395199999996,01 781 111,,https://www.rotana.com/arjaanhotelapartments/lebanon/beirut/raouchearjaanbyrotana,True,,,4.2,1044,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Ô Fleur de Sel,hotel,North Lebanon,LB,"Saint Catherine street Building #16، Anfeh, Lebanon",34.35917,35.729835,70 365 920,,http://ofleurdesel.com/,True,,,4.6,125,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Beit Toureef,hostel,Beirut,LB,"VGW9+3PF, Beirut, Lebanon",33.8953375,35.519157899999996,70 384 021,,https://www.beittoureef.com/,True,,,4.9,151,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Victoria Boutique Hotel Mina,hotel,North Lebanon,LB,"Farah Antoun, Tarablus, Lebanon",34.4531188,35.8100983,76 529 204,,https://victoriaboutiquehotelmina.com/,True,,,4.9,143,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Batroun Boutique Suites,hotel,North Lebanon,LB,"Batroun Boutique Suites, Batroun, Lebanon",34.2560874,35.6598936,81 119 989,,http://www.batrounboutiquesuites.com/,True,,,4.4,43,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Middle Beach Hotel & Resort,hotel,Mount Lebanon,LB,"2J2V+MQV, Maameltein, Lebanon",34.0017007,35.6445103,70 000 715,,http://www.middlebeachhotel.com/,True,,,4.8,55,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
The Smallville Hotel,hotel,Beirut,LB,"Damascus Road، Bayrut, Lebanon",33.8773586,35.5170308,01 619 999,,http://thesmallville.com/?utm_source=thesmallville&utm_medium=thesmallville&utm_campaign=the%20smallville,True,,,4.5,1985,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Bel Azur Hotel Beach Resort,hotel,Mount Lebanon,LB,"Jounieh El Shir Next to fishermen sea port Jounieh kesserwan، XJMG+3Q6, Sarba 1187, Lebanon",33.9825865,35.6267838,03 288 894,,http://www.belazur.com/,True,,,4,511,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
KAY LOFT,hotel,South Lebanon,LB,"Church Street, Kfar Houneh, Lebanon",33.490643299999995,35.5877505,71 589 169,,https://www.kayloft.com/,True,,,4.8,32,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Kempinski Summerland Hotel & Resort,hotel,Beirut,LB,"Al Akhtal Al Saghir، Bayrut 0011 7791, Lebanon",33.86683,35.482268,01 858 000,,https://www.kempinski.com/en/kempinski-summerland-hotel-resort?utm_medium=organic&utm_source=google&utm_campaign=KIBEY2&utm_content=gmb&source=S308962248,True,,,4.7,4687,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Regency Palace Hotel Lebanon,hotel,Mount Lebanon,LB,"Adma, Main Road, جونيه، Lebanon",34.0183622,35.6484135,09 854 000,,http://www.regencypalace.com/,True,,,4.4,564,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Ahiram Hotel Byblos,hotel,North Lebanon,LB,"4JFW+R4C, Byblos, Lebanon",34.1246793,35.6442602,09 540 440,,http://ahiramhotel.com/,True,,,4.4,173,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Sands Hotel,hotel,North Lebanon,LB,"sands street, Jbeil, Lebanon",34.1171611,35.6497903,70 684 664,,https://hotel-sands.com/,True,,,4.9,184,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Heaven Hotel,hotel,Mount Lebanon,LB,"Tabarja, طريق البحري، جونيه 1200, Lebanon",34.022104999999996,35.629847,71 698 888,,https://www.heaven-lb.com/,True,,,4,209,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Golden Lili Resort & Spa,hotel,Mount Lebanon,LB,"Alzahar Street, Aley، Aabadiyeh, Lebanon",33.8202351,35.6144634,05 564 015,,http://www.goldenliliresort.com/,True,,,4.5,1027,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Monte Mare Hotel,hotel,Mount Lebanon,LB,"Sea Side Rd, Ghazir, Lebanon",34.007661999999996,35.6458608,70 682 244,,https://montemarelebanon.com/,True,,,4.6,74,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
SUNRISE HOTEL,hotel,Mount Lebanon,LB,"2J3X+FXX، Jounieh، Sahel Aalma, Lebanon",34.0038353,35.650017,09 900 200,,http://www.sunrisehotellb.com/,True,,,4.3,101,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Merry Land Hotel,hotel,Mount Lebanon,LB,Naas، Lebanon,33.912304999999996,35.675445499999995,04 980 390,,http://www.merrylandhotel.com/,True,,,4.4,154,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
InterContinental Phoenicia Beirut by IHG,hotel,Beirut,LB,"Minet El Hosn, Bayrut, Lebanon",33.9007222,35.494968199999995,01 369 100,,https://www.ihg.com/intercontinental/hotels/gb/en/beirut/beyha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-LB-_-BEYHA,True,,,4.7,3838,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Chtaura Park Hotel,hotel,Bekaa,LB,"Chtaura, Lebanon",33.819139199999995,35.8472128,08 540 011,,http://chtauraparkhotel.com/,True,,,4.3,651,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hollywood Inn Boutique Hotel,hotel,Mount Lebanon,LB,"Facing Metro Super market Near Casino Du Liban,ghazir, جونيه، Lebanon",34.0081975,35.6482818,70 415 000,,http://www.hollywoodinnhotel.com/,True,,,3.9,102,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Beit Tamanna,guest_house,Beirut,LB,"VGV6+X9P, Beirut, Lebanon",33.8949625,35.5109531,76 703 719,,http://www.beittamanna.com/,True,,,4.9,31,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
L'Auberge de la Mer,hotel,North Lebanon,LB,"street, Mina, Lebanon",34.2570488,35.6580471,06 740 825,,http://www.laubergedelamer.com/,True,,,4.5,107,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Abdelli Terraces,restaurant,North Lebanon,LB,"Unnamed Road, Lebanon",34.209411599999996,35.7161407,76 333 569,,https://www.abdelliterraces.net/,True,,,4.4,327,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Arthaus Beirut,hotel,Beirut,LB,"Gouraud street, Gemmayze, Beirut PO BOX, Bayrut 175-288, Lebanon",33.894624799999995,35.5121416,01 446 010,,http://arthaus.international/,True,,,4.2,152,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
âl sindiana,bed_and_breakfast,Mount Lebanon,LB,"1900 Villa Maalouf, كفر قطرا، Lebanon",33.7141346,35.5909914,03 835 893,,https://www.al-sindiana.com/,True,,,5,55,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Aleph Boutique Hotel,hotel,North Lebanon,LB,"Cardahi Center، Jbeil, Lebanon",34.1191651,35.649074299999995,09 945 333,,http://alephboutiquehotel.com/,True,,,4.3,309,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Bouyouti,hotel,Mount Lebanon,LB,"MHXP+3W Maaser, Beit Ed Dine, Lebanon",33.6985615,35.5891277,03 310 200,,https://www.bouyouti.com/,True,,,4.7,122,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
VOTRE Hotel,hotel,Mount Lebanon,LB,"facing Metro, Jounieh-Beirut Highway, Ghazir, Lebanon",34.0065398,35.647431499999996,09 855 564,,https://www.instagram.com/votrehotel,True,,,4.7,72,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Bay Lodge Boutique Hotel,hotel,Mount Lebanon,LB,"Harissa Highway, Jounieh, Jounieh, Mount Lebanon, Lebanon, Lebanon",33.977437,35.644095,09 260 999,,http://www.bay-lodge.com/,True,,,4.4,513,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
lipHe,hotel,North Lebanon,LB,كفر حتى، Lebanon,34.2807315,35.7447288,03 006 637,,http://www.liphe.me/,True,,,5,28,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Dar Alma Hotel,hotel,South Lebanon,LB,"75GV+8PW, Tyre, Lebanon",33.2758519,35.194334,07 740 082,,http://www.daralmatyre.com/,True,,,4.2,514,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Albergo,hotel,Beirut,LB,"VGQ6+53W, Beirut, Lebanon",33.8880005,35.510205,01 339 797,,http://www.albergobeirut.com/,True,,,4.5,390,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Cherry Blossom Boutique Hotel,hotel,Mount Lebanon,LB,"El Qrayeh - Bhamdoun, Bḩamdūn, Lebanon",33.8082853,35.6769848,05 262 030,,http://www.cherryblossom-resort.com/,True,,,4.3,385,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
AL FUNDOK,hotel,Mount Lebanon,LB,"Maaser El Chouf, Lebanon",33.6656531,35.6705243,81 300 931,,http://www.alfundok.com/,True,,,4.5,169,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Mir Amin Palace,hotel,Mount Lebanon,LB,"Mir Amin Street، Beit Ed Dine, Lebanon",33.6924059,35.581358,25 501 318,,http://miraminpalace.com/,False,,,4.4,777,3,high,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Chateau Du Comte,hotel,Mount Lebanon,LB,"Main Road, Daraaoun, Lebanon",33.9816395,35.663707099999996,03 280 222,,http://instagram.com/chateauducomtelb,True,,,4.2,182,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Le Telegraphe de Belle Vue,restaurant,Mount Lebanon,LB,"Al Mhatta, بحمدون المحطة، Lebanon",33.7982343,35.6614548,70 628 383,,http://www.letelegraphedebelle-vue.com/,True,,,4.5,374,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
La Maison des Cèdres,hotel,North Lebanon,LB,Zone Résidentielle، Cèdres، Lebanon,34.240327799999996,36.0406176,71 888 414,,http://www.lamaisondescedres.net/,True,,,4.5,121,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Tilia Hotel Beirut,hotel,Beirut,LB,"street, St Peter and St. Paul, Bayrut, Lebanon",33.890784,35.5269547,81 333 866,,https://www.tiliahotelbeirut.com/,True,,,4.8,65,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
O MONOT Luxury Boutique Hotel,hotel,Beirut,LB,"Beirut, Lebanon",33.8918946,35.5075473,01 338 777,,http://www.omonot.com/,True,,,4.2,201,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Beit al Batroun,bed_and_breakfast,North Lebanon,LB,"Tehoum, Lebanon",34.2121626,35.65977,03 270 049,,http://www.beitalbatroun.com/,True,,,4.6,92,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Hotel Saint Georges Beirut,hotel,Beirut,LB,"WF2V+WV, Beirut, Lebanon",33.9023125,35.4946875,81 966 100,,https://saintgeorgebeirut.com/,True,,,4.1,259,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
MIST Hotel & Spa,hotel,North Lebanon,LB,"Nabeh Mar Sarkis Road, 7XQH+H7V، إهدن، Lebanon",34.2870596,35.984198,71 100 222,,http://mistehden.com/,True,,,4.3,649,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Colibri Hotel & Restaurant,hotel,Mount Lebanon,LB,"El Metn، Broummana, Lebanon",33.8898212,35.6549313,24 820 402,,https://colibrihotellb.com/,True,,,4.1,250,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Blue Jay Valley,hotel,South Lebanon,LB,"Main road, Aazour 1234, Lebanon",33.5523501,35.54929430000001,78 880 088,,http://www.bluejayvalley.com/,True,,,4.4,591,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
The Gem Boutique Hotel,hotel,Beirut,LB,"Gemmayzeh, Bayrut 1107, Lebanon",33.8949782,35.5165558,76 952 852,,https://thegemboutiquehotel.com/,True,,,4.9,71,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Fouha Hotel & Bar Batroun,hotel,North Lebanon,LB,"Batroun Old Souk, Lebanon",34.256527399999996,35.6592918,03 483 432,,https://fouhabatroun.com/,True,,,5,56,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
